,Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Display features,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Lithography process (nm),Neural processor (NPU),Total score,RAM size (GB),Memory type,Memory clock,Channels,Storage size (GB),Storage type,Memory card,OS suppoert (years),Battery capacity (mAh),Max charge power,Battery type,Battery replaceability,Wireless charging,Reverse charging,Fast charging,Full charging time (min),Web browsing (min),Watching video (min),Gaming (min),Standby (hr),Matrix (megapixels),Zoom,Flash,Stabilization,8K video recording,4K video recording,1080p video recording,Angle of widest lens (°),Camera features,Aperture,Sensor size,Pixel size (micron),Autofocus,Front camera megapixels,Video resolution,Depth sensor (TOF 3D),NFC*,Infrared port,Number of SIM*,Type of SIM card,Multi SIM mode,eSIM support*,Hybrid slot,5G support,Speakers,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price ($),Bundled charger,LTE Cat*,Proximity sensor,Gyroscope,Accelerometer,Ambient light sensor,Compass,Fingerprint,Barometer,Hall,effect sensor,Face recognition sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan
389,Nokia,205938,70221,25466,53060,57191,IPS LCD,6.5,720,1600,270,90,0,480.0,0,,,164.6,75.9,8.5,190.0,No,Plastic,Plastic,"Yes, in-button",1.0,TSMC,12.0,0,205938,3,LPDDR4X,,2.0,64,eMMC 5.1,MicroSD,2.0,5050,18.0,Li-Ion,No,0,0,1,169.0,638.0,861.0,369.0,128.0,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,2.76,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,No,Budget,933,190.0,1,20,1,0,1,1,0,1,0,0,0,0,0,0,1
390,Realme,413030,138009,74490,98103,102428,IPS LCD,6.72,1604,720,262,120,0,625.0,0,240.0, - DCI-P3,165.6,76.1,7.69,190.0,IP54,Plastic,Plastic,"Yes, in-button",2.0,TSMC,6.0,1,413030,4,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,,5000,15.0,Li-Po,No,0,0,1,135.0,,,,,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,,0.64,No,8.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,Yes,Stereo,Yes,No,Yes,Mid-range,143,220.0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
391,Google,1142697,355012,374696,183080,229909,OLED,6.2,1080,2400,428,120,1,2000.0,1,, - DCI-P3 - Always-On Display,150.5,70.8,8.9,187.0,IP68,Glass,Metal,"Yes, in-display",,Samsung,4.0,1,1142697,8,LPDDR5X,4200.0,4.0,128,UFS 3.1,No,,4575,27.0,Li-Po,No,1,1,1,76.0,488.0,846.0,289.0,81.0,50.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,126.0, - Bokeh mode,2.2,3.1,1.22,No,10.5,2160p (4K) at 60 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,No,Flagship,326,699.0,0,20,1,1,1,1,1,1,1,0,0,0,0,0,1
392,Xiaomi,409383,125729,104829,75811,103014,AMOLED,6.43,1080,2400,409,60,0,450.0,1,, - DCI-P3 - Always-On Display - DC Dimming,160.5,74.5,8.3,178.8,IP53,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,1,409383,6,LPDDR4X,2133.0,2.0,64,UFS 2.2,MicroSD,2.0,5000,33.0,Li-Po,No,0,1,1,69.0,550.0,786.0,329.0,129.0,64.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,118.0, - Bokeh mode - Pro mode - RAW support,2.5,3.06,1.12,No,13.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,No,Stereo,Yes,Yes,No,Mid-range,1239,190.0,0,12,0,1,1,1,1,1,0,0,0,0,0,0,1
393,Sony,762183,237322,192626,149760,182475,OLED,6.5,1644,3840,643,60,0,580.0,1,, - DCI-P3,165.1,71.1,7.6,181.0,IP68,Glass,Metal,"Yes, in-button",4.0,TSMC,7.0,1,762183,8,LPDDR4X,2133.0,2.0,256,UFS 3.0,MicroSD,2.0,4000,21.0,Li-Ion,No,1,0,1,115.0,314.0,592.0,227.0,97.0,12.0,Optical,LED,Digital,No,Up to 60FPS,Up to 60FPS,124.0, - Bokeh mode - Pro mode - RAW support,2.0,4.0,1.12,Phase autofocus,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,Yes,Stereo,Yes,No,Yes,Flagship,1513,1200.0,0,22,1,1,1,1,1,1,1,0,0,0,0,0,1
394,Xiaomi,357730,109240,61480,86343,100667,AMOLED,6.67,1080,2400,395,120,0,700.0,1,360.0, - DCI-P3 - Always-On Display,164.2,76.1,8.12,202.0,IP53,Glass,Plastic,"Yes, in-button",,TSMC,12.0,1,357730,6,LPDDR4X,2133.0,2.0,64,UFS 2.2,MicroSD,2.0,5000,67.0,Li-Po,No,0,0,1,48.0,357.0,616.0,265.0,126.0,108.0,Digital,LED,Digital,No,No,Up to 30FPS,118.0, - Bokeh mode - Pro mode,2.4,2.9,1.25,No,16.0,1080p (Full HD) at 30 FPS,No,Depends on the region,Yes,2,Nano,Standby,No,Yes,No,Stereo,Yes,Yes,Yes,Mid-range,933,229.0,1,13,1,1,1,1,1,1,0,0,0,0,0,0,1
395,Xiaomi,1314985,377710,477184,223959,236132,AMOLED,6.67,1220,2712,446,120,0,500.0,1,480.0, - DCI-P3 - Always-On Display - DC Dimming,163.1,75.9,8.6,205.0,IP53,Glass,Plastic,"Yes, in-display",6.0,TSMC,4.0,1,1314985,8,LPDDR5,,4.0,128,UFS 3.1,No,2.0,5000,120.0,Li-Po,No,0,0,1,23.0,498.0,756.0,304.0,94.0,200.0,Digital,Dual LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.2,3.47,0.8,No,20.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,Yes,No,Yes,Stereo,No,No,Yes,Flagship,691,750.0,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
396,Infinix,424956,129012,64961,113345,117638,LTPS LCD,6.78,1080,2460,396,120,0,580.0,0,240.0, - DCI-P3,168.62,76.6,8.58,219.0,IP53,Plastic,Plastic,"Yes, in-button",,TSMC,6.0,1,424956,8,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,1.0,5000,45.0,Li-Po,No,0,1,1,57.0,435.0,707.0,301.0,126.0,64.0,Digital,Quad LED,Digital,No,No,Up to 60FPS,, - Bokeh mode - Pro mode,2.0,3.0,0.8,No,16.0,1080p (Full HD) at 60 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,No,Stereo,Yes,Yes,No,Mid-range,479,230.0,1,13,1,1,1,1,1,1,0,0,0,0,0,0,1
397,Xiaomi,445215,157561,52509,115134,120011,LTPS LCD,6.79,1080,2460,396,120,0,550.0,0,,,168.6,76.3,8.3,168.6,IP53,Glass,Plastic,"Yes, in-button",,Samsung,4.0,1,445215,6,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,,5030,33.0,Li-Po,No,0,0,1,,,,,,108.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode,2.5,1.67,0.64,No,13.0,1080p (Full HD) at 30 FPS,No,No,Yes,2,Nano,Standby,No,Yes,Yes,Mono,Yes,No,,Budget,21,160.0,1,20,0,0,1,1,1,1,0,0,0,0,0,0,1
398,Samsung,406776,130998,85094,86339,104345,Super AMOLED,6.5,1080,2400,405,60,0,400.0,0,, - Always-On Display,158.9,73.6,8.7,187.0,No,Plastic,Metal,"Yes, in-display",,Samsung,8.0,1,406776,6,LPDDR4X,1866.0,2.0,128,UFS 2.0,MicroSD,3.0,4500,15.0,Li-Po,No,0,0,1,125.0,445.0,729.0,311.0,81.0,48.0,Digital,LED,Digital,No,Up to 30FPS,Up to 120FPS,123.0, - Bokeh mode - Pro mode,2.2,2.8,0.8,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Mono,Yes,Yes,Yes,Mid-range,1543,499.0,0,12,1,1,1,1,1,1,0,0,0,0,0,0,1
399,Realme,228611,75961,31322,59626,61702,IPS LCD,6.5,720,1600,270,60,0,400.0,0,120.0,,164.1,75.6,8.5,182.0,No,Plastic,Plastic,No,,TSMC,12.0,1,228611,2,LPDDR4X,,2.0,32,UFS 2.2,MicroSD,,5000,10.0,Li-Po,No,0,0,0,175.0,,,,,8.0,Digital,LED,Digital,No,No,Up to 30FPS,, - ,2.2,5.0,,No,5.0,720p at 30 FPS,No,No,No,2,Nano,Standby,No,No,No,Mono,Yes,No,No,Budget,783,85.0,1,7,1,0,1,1,0,0,0,0,0,0,0,0,1
400,Samsung,1223247,337583,457239,190080,238345,Dynamic AMOLED,6.4,1080,2340,403,120,1,1450.0,1,, - DCI-P3 - Always-On Display,158.0,76.5,8.2,209.0,IP68,Glass,Metal,"Yes, in-display",6.0,Samsung,4.0,1,1223247,8,LPDDR5,3200.0,4.0,128,UFS 3.1,No,1.0,4500,25.0,Li-Ion,No,1,1,1,70.0,429.0,602.0,267.0,118.0,50.0,Digital,LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode,2.4,3.0,1.22,No,10.0,2160p (4K) at 60 FPS,No,Yes,No,2,Nano,Standby,Yes,No,Yes,Stereo,No,No,Yes,Flagship,326,599.0,0,20,0,1,1,1,1,1,1,0,0,0,0,1,0
401,Xiaomi,532707,153680,113320,118696,146831,OLED,6.67,1080,2400,395,120,0,500.0,1,240.0, - DCI-P3 - Always-On Display - DC Dimming,162.9,76.0,8.98,210.5,IP53,Glass,Plastic,"Yes, in-button",,TSMC,6.0,1,532707,8,LPDDR4X,2133.0,2.0,256,UFS 2.2,No,1.0,5000,120.0,Li-Po,No,0,0,1,23.0,449.0,728.0,315.0,89.0,200.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode,2.6,3.06,1.0,No,16.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,Yes,No,Yes,Mid-range,540,499.0,1,20,1,1,1,1,1,1,0,0,0,0,0,0,1
402,Xiaomi,438474,139179,70560,112227,116508,AMOLED,6.67,1080,2400,395,120,0,1000.0,0,240.0, - DCI-P3 - Always-On Display - DC Dimming,161.1,75.0,7.7,175.0,IP54,Plastic,Plastic,"Yes, in-button",2.0,TSMC,6.0,1,438474,8,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,,5000,33.0,Li-Po,No,0,0,1,76.0,,,,,108.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.6,3.06,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Depends on the region,Yes,2,Nano,Standby,No,Yes,Yes,,Yes,Yes,,Mid-range,174,190.0,1,20,0,1,1,1,1,1,0,0,0,0,0,0,1
403,Xiaomi,386760,126133,61516,89310,109801,AMOLED,6.43,1080,2400,409,90,0,700.0,0,180.0, - DCI-P3 - Always-On Display,159.87,73.87,8.09,179.5,IP53,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,1,386760,6,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,2.0,5000,33.0,Li-Po,No,0,0,1,70.0,472.0,761.0,316.0,132.0,64.0,Digital,LED,Digital,No,No,Up to 30FPS,118.0, - Bokeh mode - Pro mode,2.5,3.06,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,No,Stereo,Yes,Yes,No,Mid-range,905,220.0,1,13,0,1,1,1,1,1,0,0,0,0,0,0,1
404,Infinix,464375,141916,81456,110037,130966,AMOLED,6.78,1080,2436,393,120,0,1300.0,0,360.0, - DCI-P3 - Always-On Display,164.35,74.6,7.75,196.0,IP53,Plastic,Plastic,"Yes, in-display",,TSMC,6.0,1,464375,12,LPDDR4X,2133.0,2.0,256,UFS 2.2,MicroSD,,4600,100.0,Li-Po,No,1,1,1,27.0,524.0,921.0,289.0,142.0,108.0,Digital,Dual LED,Digital,No,No,Up to 60FPS,, - Bokeh mode - Pro mode,2.2,3.1,0.8,No,32.0,1080p (Full HD) at 60 FPS,No,Depends on the region,Yes,2,Nano,Standby,No,No,No,Stereo,No,Yes,No,Mid-range,174,300.0,1,20,1,1,1,1,1,1,0,0,0,0,0,0,1
405,Vivo,2132894,476415,912996,402578,340905,AMOLED,6.78,1440,3200,518,144,1,3000.0,1,, - DCI-P3 - Always-On Display - DC Dimming,164.63,75.4,8.58,205.0,IP68,,Metal,"Yes, in-display",12.0,TSMC,4.0,1,2132894,16,LPDDR5X,,4.0,256,UFS 4.0,No,,5100,120.0,Li-Po,No,1,1,1,,,,,,50.0,Optical,Dual LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode - RAW support,2.5,3.1,1.0,Phase autofocus,16.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,,Flagship,295,810.0,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
406,Motorola,504808,160778,92172,126077,125781,POLED,6.67,1080,2400,395,120,1,1600.0,0,240.0, - DCI-P3 - Always-On Display - DC Dimming,161.91,73.06,7.59,173.0,No,Plastic,Plastic,"Yes, in-display",,TSMC,6.0,1,504808,8,LPDDR4X,2133.0,2.0,256,UFS 2.2,MicroSD,,5000,30.0,Li-Po,No,0,0,1,75.0,612.0,853.0,332.0,126.0,50.0,Digital,LED,Digital,No,No,Up to 60FPS,118.0, - Bokeh mode - Pro mode,2.5,1.95,0.7,No,32.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,1,Nano,Standby,Yes,,Yes,Stereo,,Yes,Yes,Mid-range,82,299.0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
407,LG,743497,232044,198128,130839,182486,POLED,6.8,1080,2460,395,60,0,600.0,1,, - DCI-P3 - Always-On Display,169.3,77.6,8.9,214.0,IP68,Glass,Metal,"Yes, in-display",4.0,TSMC,7.0,1,743497,8,LPDDR4X,2133.0,2.0,128,UFS 2.1,MicroSD,3.0,5000,25.0,Li-Po,No,1,0,1,105.0,493.0,800.0,344.0,100.0,64.0,Digital,Dual LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,118.0, - Bokeh mode - Pro mode - RAW support,1.9,3.1,1.22,Phase autofocus,10.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,Yes,Stereo,Yes,Yes,No,Flagship,1543,799.0,0,22,1,1,1,1,1,1,1,0,0,0,0,0,1
408,Samsung,1864199,453524,740162,361342,309171,Dynamic AMOLED,6.2,1080,2340,416,120,1,2600.0,1,, - DCI-P3 - Always-On Display,147.0,70.6,7.6,167.0,IP68,Glass,Metal,"Yes, in-display",12.0,TSMC,4.0,1,1864199,8,LPDDR5X,4266.0,4.0,128,UFS 4.0,No,,4000,25.0,Li-Ion,No,1,1,1,75.0,427.0,932.0,303.0,83.0,50.0,Digital,LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.2,3.2,1.12,Phase autofocus,12.0,2160p (4K) at 60 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,Yes,Flagship,234,799.0,0,20,1,1,1,1,1,1,1,1,1,0,0,1,0
409,Motorola,351771,122625,69314,78462,81370,IPS LCD,6.5,720,1600,269,90,0,450.0,0,,,164.9,74.9,9.0,192.0,IP53,Plastic,Plastic,"Yes, rear",,Samsung,8.0,1,351771,4,LPDDR4X,1866.0,2.0,64,UFS 2.1,MicroSD,1.0,5000,15.0,Li-Po,No,0,0,1,155.0,673.0,936.0,358.0,151.0,48.0,Digital,LED,Digital,No,No,Up to 60FPS,, - Bokeh mode - Pro mode,2.2,3.1,1.12,No,13.0,1080p (Full HD) at 60 FPS,No,Yes,No,2,Nano,Standby,No,Yes,Yes,Mono,Yes,Yes,No,Mid-range,1239,260.0,0,12,1,1,1,1,1,1,0,0,0,0,0,0,1
410,Xiaomi,384981,124544,75886,89263,95288,AMOLED,6.43,1080,2400,409,90,0,700.0,0,180.0, - DCI-P3 - Always-On Display,159.87,73.87,8.09,179.0,IP53,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,1,384981,6,LPDDR4X,2133.0,2.0,64,UFS 2.2,MicroSD,2.0,5000,33.0,Li-Po,No,0,0,1,62.0,491.0,775.0,331.0,117.0,108.0,Digital,LED,Digital,No,No,Up to 30FPS,118.0, - Bokeh mode - Pro mode,2.4,3.06,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Depends on the region,Yes,2,Nano,Standby,No,No,No,Stereo,Yes,Yes,No,Mid-range,964,249.0,1,13,1,1,1,1,1,1,0,0,0,0,0,0,1
411,OnePlus,380907,141635,36036,84720,118516,AMOLED,6.44,1080,2400,408,90,0,550.0,1,, - DCI-P3 - Always-On Display,158.3,73.3,8.2,184.0,No,Glass,Plastic,"Yes, in-display",,Samsung,7.0,1,380907,8,LPDDR4X,2133.0,2.0,128,UFS 2.1,No,2.0,4115,30.0,Li-Po,No,0,0,1,50.0,489.0,757.0,298.0,93.0,48.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode,2.5,2.8,0.8,No,32.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Mono,No,No,Yes,Mid-range,1451,480.0,0,18,1,1,1,1,1,1,0,0,0,0,0,0,1
412,Huawei,571800,187100,137720,114400,132360,OLED,6.57,1080,2340,392,120,0,430.0,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,160.0,73.7,7.77,175.0,No,Glass,Plastic,"Yes, in-display",,TSMC,6.0,1,571800,8,LPDDR4X,2133.0,2.0,128,UFS 2.1,No,1.0,4300,66.0,Li-Po,No,0,1,1,54.0,400.0,630.0,276.0,94.0,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.0,1.56,1.0,No,32.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Mono,No,No,No,Mid-range,1086,500.0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
413,Motorola,635680,212957,154666,137272,130785,AMOLED,6.5,1080,2400,405,144,0,500.0,1,360.0, - DCI-P3 - Always-On Display,159.38,74.23,6.79,155.0,IP52,Glass,Plastic,"Yes, in-display",,TSMC,6.0,1,635680,6,LPDDR5,,4.0,128,UFS 3.1,No,1.0,4020,33.0,Li-Po,No,0,0,1,64.0,393.0,691.0,268.0,87.0,50.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,118.0, - Bokeh mode - Pro mode,2.4,3.14,0.7,No,32.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,844,550.0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
414,Xiaomi,391869,124893,63614,93629,109733,AMOLED,6.43,1080,2400,409,90,0,1000.0,0,180.0, - DCI-P3 - Always-On Display,159.87,73.87,8.09,176.0,No,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,1,391869,6,LPDDR4X,2133.0,2.0,64,UFS 2.2,MicroSD,1.0,5000,33.0,Li-Po,No,0,0,1,72.0,514.0,756.0,322.0,105.0,108.0,Digital,LED,Digital,No,No,Up to 30FPS,118.0, - Bokeh mode - Pro mode,2.4,3.06,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,No,Stereo,Yes,No,No,Mid-range,509,289.0,1,13,1,1,1,1,1,1,0,0,0,0,0,0,1
415,Oppo,395030,133481,60705,98759,102085,LTPS LCD,6.72,1080,2400,391,90,0,680.0,0,180.0, - DCI-P3,165.6,76.0,8.04,193.0,IPX4,Plastic,Plastic,"Yes, in-button",2.0,TSMC,7.0,1,395030,4,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,1.0,5000,33.0,Li-Po,No,0,0,1,75.0,,,,,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,,,No,8.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,Yes,Stereo,Yes,No,No,Mid-range,326,299.0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
416,Motorola,160324,57356,11840,44313,46815,TFT LCD,6.5,720,1600,269,90,0,450.0,0,,,167.24,76.54,9.36,203.0,IP52,Plastic,Plastic,"Yes, rear",,TSMC,12.0,0,160324,3,LPDDR4X,,2.0,32,eMMC 5.1,MicroSD,,5000,10.0,Li-Ion,No,0,0,0,180.0,,,,,16.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode,2.4,,1.12,No,5.0,1080p (Full HD) at 30 FPS,No,No,No,2,Nano,Standby,No,No,No,Stereo,Yes,No,No,Budget,630,170.0,1,7,1,0,1,1,1,1,1,0,0,0,0,0,1
417,Nothing,632700,200841,155228,130074,146557,OLED,6.55,1080,2400,402,120,0,500.0,1,240.0, - DCI-P3 - Always-On Display - DC Dimming,159.2,75.8,8.3,193.5,IP53,Glass,Metal,"Yes, in-display",,TSMC,6.0,1,632700,8,LPDDR5,3200.0,4.0,128,UFS 3.1,No,2.0,4500,33.0,Li-Po,No,1,1,1,91.0,550.0,812.0,314.0,115.0,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,114.0, - Bokeh mode - Pro mode,2.5,3.13,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,No,No,No,Mid-range,783,500.0,0,18,0,1,1,1,1,1,0,0,0,0,0,0,1
418,Xiaomi,271623,87012,41702,72419,70490,IPS LCD,6.79,1080,2460,396,90,1,550.0,0,,,168.6,76.28,8.3,205.0,IP53,Glass,Plastic,"Yes, in-button",,TSMC,12.0,1,271623,6,LPDDR4X,1800.0,2.0,128,eMMC 5.1,MicroSD,,5030,33.0,Li-Po,No,0,0,1,77.0,381.0,787.0,259.0,125.0,108.0,Digital,LED,Digital,No,No,Up to 30FPS,120.0, - Bokeh mode - Pro mode,2.5,1.67,,No,13.0,1080p (Full HD) at 30 FPS,No,Depends on the region,Yes,2,Nano,Standby,No,Yes,No,Mono,Yes,Yes,,Budget,82,199.0,0,20,0,0,1,0,1,1,0,0,0,0,0,0,1
419,Huawei,1290361,357030,481843,215868,235620,OLED,7.85,2224,2496,426,120,1,,1,, - DCI-P3 - Always-On Display - DC Dimming,156.9,141.5,5.3,241.0,IPX8,Glass,Metal,"Yes, in-button",6.0,TSMC,4.0,1,1290361,12,LPDDR5,3200.0,4.0,256,UFS 3.1,Nano Memory,,4800,66.0,Li-Po,No,0,1,1,48.0,881.0,1260.0,394.0,86.0,50.0,Optical,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode - RAW support,2.4,3.09,1.0,No,8.0,2160p (4K) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,Yes,No,Stereo,No,No,No,Flagship,509,2199.0,1,20,1,1,1,1,1,1,1,1,1,0,0,1,0
420,Google,1071616,247268,446806,177376,200166,OLED,6.3,1080,2424,422,120,1,2700.0,1,, - DCI-P3 - Always-On Display,152.8,72.0,8.5,198.0,IP68,Glass,Metal,"Yes, in-display",,Samsung,4.0,1,1071616,12,LPDDR5X,,4.0,128,,No,,4700,27.0,Li-Po,No,1,1,1,,,,,,50.0,Digital,LED,Digital,No,Up to 60FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode - RAW support,2.2,3.1,1.22,Phase autofocus,10.5,2160p (4K) at 60 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,No,Flagship,21,799.0,0,20,1,1,1,1,1,1,1,0,0,0,0,1,0
421,Samsung,930073,254735,305726,171031,198581,Dynamic AMOLED,6.7,1080,2400,394,120,1,1300.0,1,, - DCI-P3 - Always-On Display,161.5,75.6,7.8,200.0,IP68,Glass,Metal,"Yes, in-display",,Samsung,5.0,1,930073,8,LPDDR5,2750.0,2.0,128,UFS 3.1,No,3.0,4800,25.0,Li-Ion,No,1,1,1,72.0,448.0,795.0,304.0,105.0,12.0,Digital,Dual LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.2,3.24,1.22,Phase autofocus (Dual Pixel),10.0,2160p (4K) at 60 FPS,No,Yes,No,2,Nano,Standby,Yes,No,Yes,Stereo,No,No,Yes,Flagship,1298,1000.0,0,24,1,1,1,1,1,1,1,1,1,0,0,0,1
422,Sony,911546,241474,302471,165481,202120,OLED,6.5,1644,3840,643,120,0,385.0,1,120.0, - DCI-P3,165.0,71.0,8.2,186.0,IP68,Glass,Metal,"Yes, in-button",4.0,Samsung,5.0,1,911546,12,LPDDR5,2750.0,2.0,256,UFS 3.1,MicroSD,2.0,4500,30.0,Li-Ion,No,1,1,1,110.0,320.0,536.0,244.0,82.0,12.0,Digital,Dual LED,Digital,No,Up to 120FPS,Up to 60FPS,124.0, - Bokeh mode - Pro mode - RAW support,2.0,4.0,1.12,Phase autofocus,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,Yes,Stereo,Yes,No,Yes,Flagship,1178,1200.0,1,20,1,1,1,1,1,1,1,0,0,0,0,0,1
423,Tecno,247581,80053,23425,83001,61102,IPS LCD,6.6,720,1612,267,90,0,450.0,0,,,163.69,75.6,8.55,190.0,No,Plastic,Plastic,"Yes, in-button",1.0,TSMC,12.0,0,247581,3,LPDDR4X,1600.0,2.0,64,eMMC 5.1,MicroSD,,5000,10.0,Li-Po,No,0,0,0,,,,,,13.0,Digital,Dual LED,No,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,1.9,,,No,8.0,1080p (Full HD) at 30 FPS,No,No,No,2,Nano,Standby,No,No,Yes,Stereo,Yes,Yes,No,Budget,265,85.0,1,7,0,0,1,0,0,1,0,0,0,0,0,0,1
424,Xiaomi,1481667,381423,509135,338352,252757,AMOLED,6.67,1220,2712,446,120,1,2400.0,1,480.0, - DCI-P3 - Always-On Display - DC Dimming,160.5,74.4,7.8,179.0,IP64,Eco-leather,Plastic,"Yes, in-display",8.0,TSMC,4.0,1,1481667,8,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,5000,90.0,Li-Po,No,0,0,1,37.0,379.0,639.0,308.0,86.0,50.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.2,4.0,0.8,No,20.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Mid-range,113,379.0,1,20,0,1,1,1,1,1,0,0,0,0,0,1,0
