,Unnamed: 0,Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Neural processor (NPU),Total score,RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Battery capacity (mAh),Max charge power,Wireless charging,Reverse charging,Matrix (megapixels),Zoom,Flash,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,eSIM support*,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price category,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Phase autofocus,Speakers_Mono,Speakers_Stereo,LTE Cat*,Proximity sensor,Gyroscope,Compass,Barometer,Hall,effect sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan
455,455,13,590073,190574,158715,112371,128413,2,6.26,1080,2340,412,60,0,500,0,120,154.3,74,7.8,174,0,2,2,2,0,3,1,590073,6,3,2,128,3,0,3750,22,0,0,48,0,1,0,1,2,2,2.8,0.8,32,0,0,0,0,0,1,1756,0,2,1,1,1,0,0,1,0,18,1,1,1,0,0,0,0,0,1
456,456,5,196272,66646,32355,60940,36331,7,6.5,720,1600,270,60,0,540,0,120,163.6,75.3,8.9,192,0,1,1,3,0,2,0,196272,3,3,2,32,1,1,5000,15,0,0,48,0,1,0,0,1,2.2,3.1,1.12,13,0,0,1,1,1,0,1543,0,2,1,1,0,0,0,1,0,13,1,1,1,0,1,1,0,0,1
457,457,2,439099,156508,82587,95123,105691,0,6.67,1080,2400,395,120,0,700,0,240,165.88,76.21,7.98,189,3,1,1,2,0,3,1,439099,6,3,2,128,4,1,5000,33,0,0,48,0,1,0,0,1,2.5,3,1.12,13,0,1,1,1,1,1,568,0,2,1,1,1,0,0,1,0,18,1,1,1,0,0,0,0,0,1
458,458,5,421778,135657,88407,89854,107860,3,6.5,1080,2400,405,120,0,400,1,120,159.9,75.1,8.4,189,7,1,1,1,3,2,1,421778,6,3,2,128,3,1,4500,25,0,0,64,0,1,0,1,2,2.2,2.8,0.8,32,0,1,1,1,1,1,1270,1,4,1,1,1,0,0,0,1,18,0,1,1,0,0,0,0,0,1
459,459,2,421890,145931,65720,99558,110681,2,6.6,1080,2400,399,90,0,450,0,240,163.56,75.78,8.75,195,3,1,1,2,2,3,1,421890,4,3,2,64,4,1,5000,33,0,1,50,0,1,0,0,2,2.45,3.06,1,16,0,1,1,1,0,1,1025,1,2,1,1,1,0,0,0,1,20,0,1,1,0,0,0,0,0,1
460,460,5,391095,136002,61819,92760,100514,7,6.6,1080,2400,399,90,0,500,0,120,167.7,78,9.1,204,0,1,1,2,2,3,1,391095,4,3,2,64,4,1,5000,15,0,0,50,0,1,0,0,1,2,2.76,1.12,13,0,1,1,0,1,0,599,0,2,1,1,1,0,0,1,0,18,1,1,1,0,0,0,0,0,1
461,461,12,910709,275604,238705,184878,211522,0,6.78,1080,2400,388,120,0,600,1,120,164.1,74.8,7.4,182,0,2,1,1,4,3,1,910709,8,5,4,128,6,0,4600,66,0,0,50,0,2,0,2,2,2.5,2.76,0.64,50,0,1,0,0,1,1,540,1,2,1,1,1,1,1,1,0,20,1,1,1,0,0,0,0,0,1
462,462,0,756783,211807,215357,154309,175310,0,6.67,1080,2400,395,120,0,900,0,360,162.66,75.89,8.1,187,3,1,1,1,0,3,1,756783,8,3,2,256,6,1,5000,45,0,1,108,0,4,0,1,2,2.5,1.67,0.8,32,0,1,1,1,0,1,387,0,3,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
463,463,2,428892,132906,66071,110845,119070,0,6.67,1080,2400,395,120,0,1300,0,120,161.1,74.95,7.98,188,4,1,1,1,0,3,1,428892,8,3,2,256,4,1,5000,67,0,0,200,0,1,0,0,2,2.4,3.06,1,16,0,0,1,1,1,1,234,1,2,2,1,1,0,0,0,1,12,0,1,1,0,0,0,0,0,1
464,464,4,1012201,259919,367772,179429,205090,1,6.81,1312,2848,460,120,0,600,1,360,163.6,74.7,9.15,215,8,2,2,1,6,2,1,1012201,8,4,4,256,6,0,4600,100,1,1,50,0,1,0,2,2,2.2,2.5,0.7,12,1,1,0,0,1,2,874,4,4,1,1,1,1,0,0,1,20,1,1,1,0,0,0,0,0,1
465,465,13,372441,95187,104334,82832,90088,1,6.1,1080,2240,408,60,0,400,1,120,155,73,7.8,180,7,2,2,2,0,3,1,372441,6,3,2,128,3,0,4000,22,0,0,40,1,2,0,1,2,2,2.8,0.9,24,0,0,0,0,1,2,2335,3,2,1,1,1,1,0,0,1,18,1,1,1,0,0,0,0,0,1
466,466,3,308046,99752,40068,95972,72254,2,6.5,1080,2400,405,90,0,450,0,120,161.78,73.84,8.49,184,1,1,1,2,0,3,1,308046,4,3,2,64,3,1,5000,30,0,0,50,0,1,0,0,1,2.4,4,1.12,16,0,0,1,1,1,0,752,0,2,1,1,1,0,0,0,1,13,1,1,1,0,0,0,0,0,1
467,467,4,237553,79571,36931,53005,68046,2,6.7,1080,2388,391,90,0,450,0,120,162.9,74.5,7.48,179,0,1,1,2,0,3,1,237553,6,3,2,128,1,0,4500,22,0,0,100,0,1,0,0,1,2.5,3.003953901,0.9680385288966724,16,0,0,0,0,0,1,568,0,2,1,1,1,0,0,1,0,7,0,1,1,0,0,0,0,0,1
468,468,2,755301,216666,202963,150303,185369,2,6.6,1080,2400,399,120,1,450,1,240,163.3,75.9,8.9,193,3,1,1,2,8,3,1,755301,8,3,2,128,6,0,5000,67,0,0,64,0,2,0,1,2,2.5,3.06,1,16,0,1,0,0,1,1,1117,1,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
469,469,3,488915,161084,77821,108351,141659,2,6.5,1080,2400,405,120,0,560,0,120,161.56,73.82,8.89,192,2,1,1,2,0,3,1,488915,8,3,2,128,4,1,6000,30,0,1,50,0,1,0,0,2,2.4,3.003953901,1,16,0,1,1,1,1,1,143,0,2,1,1,1,1,0,0,1,18,1,1,1,0,0,0,0,0,1
470,470,8,2288881,477242,955140,455257,401242,0,6.8,1116,2480,400,120,1,1600,1,960,164,76.4,8.9,229,0,2,2,1,12,3,1,2288881,12,5,4,256,7,0,6500,80,0,0,50,0,1,2,2,2,2,2.8,1.12,16,0,1,1,0,1,2,52,2,2,2,1,1,0,0,0,1,20,1,1,1,0,0,0,1,0,0
471,471,11,752312,203651,213575,156546,178540,0,6.67,1080,2400,395,120,0,500,1,120,162.7,75.9,7.8,193,3,1,1,1,0,3,1,752312,8,3,2,256,6,1,5000,33,0,0,64,0,1,0,1,2,2.5,2.8,0.8,32,0,1,1,1,0,1,479,1,2,2,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
472,472,13,597110,194085,160060,116387,126580,1,6.47,1080,2340,398,60,0,570,1,120,158,73.4,8.4,192,8,2,2,1,0,3,1,597110,6,3,2,128,3,2,4200,40,1,1,40,1,2,0,1,2,2,2.7,1,32,0,0,0,0,1,2,1940,3,2,1,1,1,1,0,1,0,21,1,1,1,1,1,1,0,1,0
473,473,10,432674,138399,92935,91603,109737,0,6.43,1080,2400,409,90,0,450,0,120,158.9,73.9,7.99,185,7,1,2,1,0,3,1,432674,6,3,2,128,5,0,4200,33,0,0,50,0,1,0,0,2,2.4,3.06,1,16,1,1,0,1,0,1,721,1,2,1,1,1,0,0,1,0,18,1,1,1,0,0,0,0,0,1
474,474,1,565573,178561,153977,86156,146879,4,5.7,1080,2280,444,90,0,450,1,120,147.1,68.8,8.2,162,8,2,2,0,2,3,1,565573,6,3,2,64,5,0,2800,18,1,0,12,1,1,0,1,2,2,3.09,1.22,8,1,0,0,0,1,2,1756,3,2,1,1,1,1,0,0,1,18,1,1,1,1,1,1,0,0,1
475,475,6,1081135,347567,300204,202823,230541,0,6.74,1240,2772,451,120,1,600,1,360,162.6,75.1,8.5,191.5,4,2,1,1,8,3,1,1081135,12,5,4,256,6,0,5000,80,0,0,64,0,1,0,2,2,2.4,3.09,1,16,0,1,0,0,1,1,540,1,2,1,1,1,0,0,0,1,19,1,1,1,0,0,0,0,1,0
476,476,9,476864,148126,111932,99092,117714,0,6.43,1080,2400,409,90,0,600,1,180,160.6,73.2,7.8,173,0,1,1,1,2,3,1,476864,8,3,2,256,4,1,4500,65,0,1,64,0,1,0,1,2,2.4,2,0.9680385288966724,32,0,1,1,0,0,2,933,1,2,1,1,1,0,0,1,0,18,1,1,1,0,0,0,0,0,1
477,477,0,232834,83828,23301,65632,60073,2,6.6,720,1612,267,90,0,500,0,180,163.6,75.6,8.5,184,0,1,1,2,1,3,0,232834,3,3,2,64,1,1,5000,10,0,0,13,0,1,0,0,1,2,3.003953901,0.9680385288966724,8,0,0,1,1,0,0,295,0,2,1,0,0,0,0,1,0,7,1,0,1,0,0,0,0,0,1
478,478,13,263054,85440,34305,80324,62985,6,6.75,720,1600,260,60,0,460,0,120,168.3,77.7,8.9,168.3,0,1,1,2,1,3,0,263054,8,3,2,128,3,0,6000,22,0,0,50,0,1,0,0,1,2,3.003953901,0.9680385288966724,8,0,0,0,0,0,1,203,1,2,1,1,0,0,0,1,0,20,1,0,1,0,0,0,0,0,1
479,479,2,1225350,326540,470277,191951,236618,0,6.28,1080,2400,419,120,0,500,1,480,152.7,69.9,8.16,182,0,2,2,1,6,3,1,1225350,8,4,4,128,6,0,4500,67,1,1,50,0,2,1,2,2,2.5,3,0.7,32,0,1,0,0,1,2,783,2,2,2,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
480,480,0,428489,132588,70042,107941,117918,0,6.78,1080,2436,393,120,0,1300,0,360,164.13,74.53,7.75,190,4,1,1,1,0,3,1,428489,8,3,2,256,4,1,5000,45,1,1,108,0,4,0,0,2,2.2,3.1,0.8,32,0,0,0,1,0,1,174,0,2,2,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
481,481,5,734625,233124,172897,151024,177580,3,6.6,1080,2340,390,120,1,1000,1,240,161.1,77.4,8.2,213,7,2,2,1,4,2,1,734625,8,4,4,128,6,1,5000,25,0,0,50,0,1,0,1,2,2.2,2.74,0.8,32,1,1,0,0,1,1,174,1,4,1,1,1,0,0,0,1,18,0,1,1,1,1,1,0,1,0
482,482,5,383153,132249,74109,72736,104059,3,6.7,1080,2400,393,90,0,400,1,120,165,77.4,8.4,203,7,1,1,1,0,2,1,383153,6,3,2,128,3,1,5000,25,0,0,64,0,1,0,1,2,2.2,2.8,0.8,32,0,0,1,1,1,1,1270,1,4,1,1,1,0,0,0,1,15,1,1,1,0,0,0,0,0,1
483,483,12,412879,127148,64750,107779,113202,0,6.62,1080,2400,398,120,0,500,0,180,162.51,75.81,7.8,185,4,1,1,1,0,3,1,412879,8,3,2,128,4,1,4600,66,0,0,64,0,1,0,0,2,2.5,3.003953901,0.9680385288966724,32,0,0,0,0,1,1,540,1,2,1,1,1,0,0,1,0,20,1,1,1,0,0,0,0,0,1
484,484,6,1514897,376607,588440,282545,267305,0,6.7,1440,3216,525,120,1,1300,1,120,163.1,74.1,8.53,205,4,2,2,1,8,3,1,1514897,8,5,4,128,7,0,5000,100,0,0,50,0,2,1,2,2,2.4,3.09,1,16,1,1,0,0,1,2,599,2,2,1,1,1,1,0,0,1,20,1,1,1,0,0,0,0,1,0
485,485,5,441380,124526,138077,82138,96639,3,6.4,1440,2960,514,60,0,520,1,120,161.9,76.4,8.8,201,8,2,2,3,0,2,1,441380,6,3,2,128,3,1,4000,15,1,0,12,1,2,0,2,2,1.7,3.6,1.22,8,0,0,1,0,1,2,2213,3,3,1,1,1,1,0,0,1,18,1,1,1,1,1,1,0,0,1
486,486,9,1032280,243873,421754,149604,217049,0,6.7,1440,3216,525,120,1,500,1,240,163.7,73.9,8.5,218,8,0,2,1,6,2,1,1032280,8,4,4,256,6,0,5000,80,1,1,50,0,1,0,2,2,2.4,2.74,0.8,32,1,1,0,0,1,2,905,5,2,1,1,1,1,0,0,1,20,1,1,1,0,0,0,0,1,0
487,487,2,1981079,432043,820859,403115,325062,0,6.67,1440,3200,526,120,1,4000,1,480,160.86,74.95,8.21,209,8,2,2,1,12,3,1,1981079,12,5,4,256,7,0,5000,120,0,0,50,1,1,1,2,2,2.2,3.06,1,16,0,1,0,0,1,2,265,1,2,2,1,1,0,1,0,1,20,1,1,1,0,0,0,0,1,0
488,488,14,567378,176730,111201,126509,152938,0,6.67,1080,2400,395,120,0,1200,0,240,162.95,75.45,7.97,188,4,1,1,1,0,3,1,567378,6,3,2,128,6,0,5000,45,0,0,50,0,1,0,0,1,2.5,3,1,16,0,1,1,0,1,1,143,0,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
489,489,15,810336,193057,260802,160768,195709,0,6.78,1080,2448,395,144,0,800,1,300,173,77,9.9,239,0,2,2,1,4,2,1,810336,8,4,4,128,6,0,6000,65,0,1,64,0,2,2,2,2,2.5,4,1.12,24,0,1,1,0,1,2,1270,3,2,1,1,1,0,0,0,1,20,1,1,1,0,1,1,0,1,0
490,490,6,958789,258367,306346,174080,219996,0,6.7,1440,3216,525,120,1,500,1,240,163.2,73.6,8.7,197,8,2,2,1,4,2,1,958789,8,4,4,128,6,0,4500,65,1,1,48,0,2,2,3,2,2,3.06,1,16,1,1,0,0,1,2,1270,3,2,1,1,1,1,1,0,1,20,1,1,1,1,0,0,0,0,1
491,491,3,422587,146897,77755,87633,110302,8,6.7,1080,2400,393,60,0,400,1,120,166.1,76.1,9.9,212,2,1,1,3,3,2,1,422587,4,3,2,64,3,1,5000,15,0,0,48,0,1,0,1,2,2.2,3.06,1,16,0,1,1,0,0,1,1329,1,2,1,1,1,0,0,1,0,18,1,1,1,1,0,0,0,0,1
492,492,5,571424,181304,132908,103044,154168,3,6.7,1080,2400,393,120,0,800,0,120,164.9,77.3,8.4,199,0,1,1,2,4,2,1,571424,8,3,2,128,6,1,6000,25,0,0,108,0,1,0,1,2,2.2,2.8,0.8,32,0,1,0,0,1,1,509,1,4,1,1,1,0,0,1,0,20,1,1,1,0,0,0,0,0,1
493,493,5,393317,126527,96049,68724,102017,7,6.6,1080,2408,400,120,0,525,0,120,165.5,77,8.4,198,0,1,1,2,3,2,1,393317,4,3,2,128,3,1,5000,25,0,0,50,0,1,0,1,1,2.2,4,1.12,8,0,1,1,1,1,1,905,0,2,1,1,0,0,0,1,0,20,0,1,1,0,0,0,0,0,1
494,494,12,1613322,390264,603227,320946,298885,0,6.78,1260,2800,453,144,1,1400,1,300,163.53,75.68,8.34,190,0,2,1,1,8,3,1,1613322,12,5,4,256,7,0,5160,120,0,1,50,0,1,2,2,2,2.5,3.1,1,16,0,1,0,0,1,2,265,2,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
495,495,0,414904,128589,64286,108629,113400,0,6.67,1080,2400,395,120,0,900,0,360,162.72,75.95,8.12,203,3,2,1,2,0,3,1,414904,8,3,2,256,4,1,5000,68,1,1,108,0,4,0,0,2,2,2.8,0.8,32,0,0,1,1,0,1,479,0,2,2,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
496,496,0,404837,138492,51297,109643,105405,0,6.7,1080,2400,393,60,0,1000,0,120,164.4,76.5,7.8,195,0,1,1,2,0,3,1,404837,8,3,2,128,4,1,5000,33,0,0,50,0,4,0,0,2,1.6,3.003953901,1.28,16,0,0,1,1,0,1,691,0,3,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
497,497,4,1527223,382212,618660,278649,247702,0,6.7,1200,2664,436,120,0,2600,1,120,161,74.2,7.9,185,0,0,0,1,8,3,1,1527223,12,5,4,256,7,0,5000,100,0,1,50,0,1,0,1,2,2.4,1.56,1,16,0,1,0,0,0,2,265,1,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
498,498,14,1293540,349908,472589,210537,260506,0,6.74,1240,2772,451,144,0,600,1,120,163.85,75.75,8.9,199,0,2,1,1,6,3,1,1293540,8,5,4,256,6,0,5000,150,0,0,50,0,2,0,2,2,2.5,3.09,1,16,0,1,0,0,1,2,568,1,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
499,499,10,208242,71206,24730,53808,58498,2,6.5,720,1600,270,90,0,480,0,180,164.6,75.9,8.5,189,0,1,1,2,1,3,0,208242,3,3,2,32,1,1,5050,18,0,0,13,0,1,0,0,1,2,3.003953901,0.9680385288966724,8,0,0,1,1,0,0,905,0,2,1,1,1,0,0,1,0,4,1,0,0,0,0,0,0,0,1
500,500,2,1305399,348779,486770,224485,245365,1,6.67,1440,3200,526,120,0,1400,1,480,162.78,75.44,8.59,204,3,2,1,1,6,3,1,1305399,8,4,4,128,6,0,5500,67,1,0,64,0,2,1,2,2,2.5,3.06,1,16,0,1,0,0,1,2,599,1,2,2,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
501,501,5,589781,191714,135891,118187,143989,3,6.7,1080,2400,393,60,0,400,1,120,162.5,75.6,8.1,186,0,1,2,1,2,3,1,589781,6,3,2,128,3,1,4500,45,0,0,48,0,1,0,2,4,2.2,2.8,0.8,32,0,0,0,1,1,2,1695,2,4,1,1,1,0,0,1,0,20,1,1,1,1,1,1,0,0,1
502,502,5,143617,51263,20113,35388,36853,7,6.5,720,1600,270,60,0,400,0,120,164.2,75.9,9.1,196,0,1,1,2,0,3,0,143617,3,3,2,32,1,1,5000,15,0,0,13,0,1,0,0,1,2.2,3.003953901,0.9680385288966724,5,0,0,1,1,1,0,1117,0,2,1,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1
503,503,5,401068,134478,66843,89244,110503,3,6.5,1080,2340,396,90,0,800,0,120,160.1,76.8,8.4,200,0,1,1,2,0,3,1,401068,8,3,2,128,4,1,5000,25,0,0,50,0,1,0,0,1,2,3.06,1.12,13,0,0,1,1,1,0,265,0,2,1,1,0,0,0,1,0,13,0,0,1,0,0,0,0,0,1
504,504,11,158632,52247,18223,48674,39488,2,6.6,720,1612,267,90,0,450,0,120,163.69,75.6,8.55,185,0,1,1,2,0,3,0,158632,4,3,2,128,1,1,5000,18,0,0,50,0,2,0,0,1,2,2.8,0.9680385288966724,8,0,0,1,1,0,0,265,0,2,1,1,1,0,0,0,1,7,1,1,1,0,0,0,0,0,1
505,505,17,693185,209975,179876,143065,160269,0,6.67,1080,2400,395,120,1,2000,1,240,164,77,8.2,197,2,1,1,1,0,3,1,693185,6,3,2,128,4,1,5000,33,0,1,50,0,1,0,1,2,2,3.1,1,16,0,1,0,0,0,1,52,0,2,1,1,1,0,0,1,0,20,1,1,1,0,0,0,0,0,1
506,506,3,703398,245141,163477,135096,159684,4,6.7,1220,2712,446,120,1,1600,1,360,160.8,72.4,7.8,180,8,4,2,1,0,2,1,703398,8,3,2,256,4,0,5000,68,1,0,50,1,2,0,1,2,2.4,3.94,0.7,32,1,1,0,0,1,1,21,1,4,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
507,507,3,739422,194953,217663,148147,178659,4,6.55,1080,2400,402,144,1,500,1,360,158.43,71.99,7.49,167,8,1,2,1,8,3,1,739422,8,3,2,128,6,0,4400,68,1,0,50,0,1,0,1,2,2.4,1.55,0.7,32,1,1,0,0,1,2,479,2,4,1,1,1,1,0,0,1,21,1,1,1,0,0,0,0,0,1
508,508,3,871452,257604,268604,150520,194724,4,6.55,1080,2400,402,144,1,600,1,360,158.48,71.99,7.45,175,2,2,2,1,4,2,1,871452,8,4,4,128,6,0,4400,68,0,0,50,0,2,2,2,2,2.5,2.8,0.8,32,0,1,0,0,1,2,721,2,4,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
509,509,2,945775,276813,234194,191452,243316,0,6.67,1220,2712,446,144,1,600,1,480,162.2,75.7,8.49,197,8,2,1,1,4,3,1,945775,8,4,4,256,6,0,5000,67,0,0,50,0,1,0,1,2,2.2,2,0.8,20,1,1,0,0,1,2,356,2,2,1,1,1,1,0,0,1,20,1,1,1,0,0,0,0,1,0
510,510,2,593409,205213,115839,123029,149328,0,6.67,1220,2712,446,120,1,1800,1,120,161.15,74.24,7.98,181,4,1,1,1,0,2,1,593409,8,3,2,256,4,0,5100,67,0,0,64,0,1,0,1,2,2.6,3.06,1,16,0,1,1,0,1,1,234,0,2,2,1,1,0,0,0,1,18,0,1,1,0,0,0,0,0,1
511,511,6,717608,207720,218727,124977,166184,0,6.55,1080,2400,402,120,0,500,1,120,161,74.1,8.4,189,0,2,2,1,4,3,1,717608,8,4,2,128,6,0,4500,65,0,0,48,0,2,0,2,2,2,3.06,1,16,0,1,0,0,1,2,1239,1,2,1,1,1,1,1,0,1,18,1,1,1,0,0,0,0,0,1
512,512,2,1413398,318975,546270,304260,261533,0,6.67,1220,2712,446,120,0,1800,1,480,160.45,74.34,8.05,198,0,0,0,1,4,3,1,1431038,12,5,4,256,7,0,5500,90,0,0,64,0,1,0,1,2,2.4,3.06,1,16,0,1,0,0,1,2,265,1,2,2,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
513,513,11,123769,33298,10557,43956,35958,2,6.6,720,1600,267,60,0,400,0,120,163.86,75.51,8.9,199,0,1,1,3,0,3,1,123769,3,1,1,32,1,1,5000,10,0,0,13,0,1,0,0,1,2,3.003953901,0.9680385288966724,5,0,0,1,1,0,0,599,0,2,1,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1
514,514,5,302820,109784,39385,70581,83070,3,6.7,1080,2400,393,60,0,600,0,120,164.3,76.7,7.9,183,0,1,1,1,0,2,1,302820,6,3,2,128,3,1,4500,25,0,0,32,0,2,0,1,4,2,2.8,0.8,32,0,0,1,1,1,1,1970,1,2,1,1,1,0,0,1,0,12,1,1,1,0,0,0,0,0,1
515,515,6,684230,201277,190401,135359,157193,0,6.78,1440,3168,513,120,0,1300,1,240,165.3,74.4,8.5,199,8,2,2,1,4,3,1,684230,8,4,2,128,5,0,4510,30,1,1,48,0,2,0,2,2,2.5,3.06,1,16,0,1,0,0,1,2,1604,3,2,1,1,1,1,1,0,1,20,1,1,1,1,1,1,0,0,1
516,516,11,427197,133152,66154,110891,117000,0,6.78,1080,2436,393,120,0,1000,0,120,164.7,75,7.6,179,3,1,1,1,0,3,1,427197,8,3,2,256,4,0,5000,33,0,0,108,0,4,0,0,2,2.2,3.1,0.7,32,0,0,0,1,0,1,203,0,2,2,1,0,0,0,0,1,13,1,1,1,0,0,0,0,0,1
517,517,4,1446217,324719,582299,284443,254756,1,6.81,1312,2848,460,120,1,700,1,360,162.9,76.7,8.77,219,8,2,2,1,8,3,1,1446217,8,4,4,256,7,0,5100,66,1,1,50,0,2,0,2,2,2,2.5,0.7,12,1,1,0,0,0,2,540,4,4,1,1,1,0,1,0,1,20,1,1,1,0,0,0,0,0,1
518,518,10,363790,115601,85430,80632,82129,2,6.56,720,1612,269,90,0,500,0,120,165.1,75.7,8.6,195.1,2,1,1,2,0,2,1,363790,4,3,2,128,3,1,5000,20,0,0,50,0,1,0,0,2,2,3.003953901,1.12,8,0,1,1,0,0,1,387,0,2,1,1,1,0,0,1,0,18,1,0,0,0,0,0,0,0,1
519,519,0,264823,85021,35662,68860,75280,0,6.66,1080,2400,395,60,0,500,0,120,164.49,76.72,8.18,198,3,2,1,2,0,3,1,264823,8,3,2,256,1,1,5000,33,0,1,64,0,2,0,0,1,2,2,0.9680385288966724,16,0,0,1,1,0,0,448,0,2,1,1,1,0,0,0,1,7,1,0,1,0,0,0,0,0,1
520,520,2,427069,161131,47367,116028,102543,2,6.79,1080,2460,396,90,0,550,0,120,168.6,76.28,8.17,199,3,2,1,2,0,2,1,427069,4,3,2,128,4,1,5000,18,0,0,50,0,1,0,0,1,2.2,5,1.75,5,0,1,1,0,0,1,448,0,2,1,1,1,0,0,1,0,18,0,0,1,0,0,0,0,0,1
521,521,6,1245923,358243,476755,174663,236262,3,6.74,1240,2772,451,120,1,500,1,360,163.34,74.43,8.7,204,0,2,1,1,6,3,1,1245923,8,5,4,128,6,0,5000,100,0,0,50,0,1,0,2,2,2.4,3.09,1,16,0,1,0,0,1,2,568,1,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,1,0
522,522,5,213850,72926,26922,54332,59670,3,6.1,1080,2400,431,60,0,450,1,120,149.9,69.8,7.9,152,0,1,1,1,0,3,1,213850,4,3,2,64,1,1,3500,15,0,0,48,0,1,0,0,1,2.2,2.8,0.9,25,0,0,1,1,1,1,1604,0,2,1,1,1,0,0,1,0,12,1,1,1,0,0,0,0,0,1
523,523,11,949686,266462,232812,214983,235429,0,6.77,1264,2780,451,120,1,1400,1,120,162.7,76.2,7.9,210,4,4,2,1,4,3,1,949686,12,4,4,512,6,0,5000,70,0,0,50,1,4,0,2,2,2.5,2.8,0.64,50,0,1,0,1,1,1,113,,4,2,1,1,0,1,0,1,20,1,1,1,0,0,0,0,0,1
524,524,2,276250,81388,42273,70788,81801,2,6.74,720,1600,260,90,0,600,0,120,168,78,8.09,192,0,1,1,2,0,3,1,276250,4,3,2,64,1,1,5000,18,0,0,50,0,1,0,0,1,2,2.76,0.64,8,0,0,1,1,0,0,295,0,2,1,1,1,0,0,1,0,7,0,0,1,0,0,0,0,0,1
525,525,2,516984,152757,112540,108077,143610,0,6.67,1080,2400,395,120,1,500,1,240,162.9,76,7.9,187,3,2,1,2,0,3,1,516984,6,3,2,128,4,0,5000,67,0,0,50,0,2,0,1,2,2.5,3.06,1,16,0,1,1,0,1,1,540,1,2,2,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
526,526,3,581580,176945,149417,115764,139454,2,6.8,1080,2460,395,144,0,450,1,600,169,75.6,9,200,2,1,2,2,0,3,1,581580,8,3,2,256,6,0,5000,30,0,0,108,0,2,0,1,2,2.3,1.52,0.7,32,0,1,0,0,0,1,1086,2,4,1,1,1,0,0,0,0,18,1,1,1,1,0,0,0,0,1
527,527,2,346380,110886,43151,105909,86434,0,6.67,1080,2400,395,120,1,1200,0,240,165.66,75.96,7.85,183.5,3,1,1,2,0,3,1,346380,4,3,2,64,4,1,5000,33,0,0,50,0,1,0,0,1,2.5,3,1.12,13,0,0,1,1,0,1,540,0,2,1,1,1,0,0,1,0,13,1,1,1,0,0,0,0,0,1
528,528,4,2088997,463679,902902,387755,334661,1,6.8,1280,2800,453,120,1,5000,1,360,162.5,75.8,8.9,227,8,4,2,1,12,3,1,2088997,16,5,4,512,7,0,5600,80,1,1,50,1,1,0,2,2,2,2.51,0.64,50,0,1,0,0,0,2,174,5,4,1,1,1,1,1,0,1,20,1,1,1,0,0,0,0,1,0
529,529,10,365970,117053,73685,81222,94010,2,6.67,1080,2400,395,60,0,550,0,120,171.64,81.5,10.64,248,8,1,1,2,0,2,1,365970,4,3,2,64,3,1,4630,18,1,0,48,0,2,0,0,1,2,4,1.12,8,0,1,1,1,0,1,1117,2,2,1,1,1,0,0,0,1,15,1,1,1,1,0,0,0,0,1
530,530,11,269341,88409,39683,66062,75187,2,6.9,1080,2460,389,90,0,450,0,120,173.1,78.5,9.4,231,0,1,1,2,0,3,1,269341,4,3,2,64,1,1,7000,33,0,1,50,0,4,0,0,1,2,2.76,0.64,8,0,0,1,1,0,1,844,0,2,1,1,0,0,0,0,1,7,1,0,0,0,0,0,0,0,1
531,531,2,393950,142796,74296,75928,100930,2,6.67,1080,2400,395,60,0,450,1,120,165.8,76.7,8.8,209,0,2,1,2,0,2,1,393950,4,3,2,64,3,1,5020,33,0,0,64,0,1,0,1,2,2.48,3.1,1,16,0,0,1,1,0,1,1574,0,2,1,1,1,1,0,1,0,12,1,1,1,0,0,0,0,0,1
