Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Display features,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Lithography process (nm),Neural processor (NPU),Total score,RAM size (GB),Memory type,Memory clock,Channels,Storage size (GB),Storage type,Memory card,OS suppoert (years),Battery capacity (mAh),Max charge power,Battery type,Battery replaceability,Wireless charging,Reverse charging,Fast charging,Full charging time (min),Web browsing (min),Watching video (min),Gaming (min),Standby (hr),Matrix (megapixels),Zoom,Flash,Stabilization,8K video recording,4K video recording,1080p video recording,Angle of widest lens (°),Camera features,Aperture,Sensor size,Pixel size (micron),Autofocus,Front camera megapixels,Video resolution,Depth sensor (TOF 3D),NFC*,Infrared port,Number of SIM*,Type of SIM card,Multi SIM mode,eSIM support*,Hybrid slot,5G support,Speakers,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price ($),Bundled charger,Max rated brightness in HDR (nits),RGB color space (%),PWM,Front camera Response time (ms),Front camera Focal length (mm),LTE Cat*,Front camera Max surface temperature (C),Front camera Stability (%),Front camera Graphics test (FPS),Graphics score,Web score,Video editing,Photo editing,Data manipulation,Writing score,Advanced cooling,Proximity sensor,Gyroscope,Accelerometer,Ambient light sensor,Compass,Fingerprint,Barometer,Hall,effect sensor,Face recognition sensor
Xiaomi,384981,124544,75886,89263,95288,AMOLED,6.43,1080,2400,409,90,0,700.0,0,180.0, - DCI-P3 - Always-On Display,159.87,73.87,8.09,179.0,IP53,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,1,384981,6,LPDDR4X,2133.0,2.0,64,UFS 2.2,MicroSD,2.0,5000,33.0,Li-Po,No,0,0,1,62.0,491.0,775.0,331.0,117.0,108.0,Digital,LED,Digital,No,No,Up to 30FPS,118.0, - Bokeh mode - Pro mode,2.4,3.06,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Depends on the region,Yes,2,Nano,Standby,No,No,No,Stereo,Yes,Yes,No,Mid-range,964,249.0,1,,99.4,401.0,2.0,26.0,13.0,39.5,99.0,7.0,1171.0,6420.0,5140.0,17045.0,7186.0,9389.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
OnePlus,380907,141635,36036,84720,118516,AMOLED,6.44,1080,2400,408,90,0,550.0,1,, - DCI-P3 - Always-On Display,158.3,73.3,8.2,184.0,No,Glass,Plastic,"Yes, in-display",,Samsung,7.0,1,380907,8,LPDDR4X,2133.0,2.0,128,UFS 2.1,No,2.0,4115,30.0,Li-Po,No,0,0,1,50.0,489.0,757.0,298.0,93.0,48.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode,2.5,2.8,0.8,No,32.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Mono,No,No,Yes,Mid-range,1451,480.0,0,,100.0,367.0,6.5,26.0,18.0,48.6,99.0,9.0,1640.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Huawei,571800,187100,137720,114400,132360,OLED,6.57,1080,2340,392,120,0,430.0,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,160.0,73.7,7.77,175.0,No,Glass,Plastic,"Yes, in-display",,TSMC,6.0,1,571800,8,LPDDR4X,2133.0,2.0,128,UFS 2.1,No,1.0,4300,66.0,Li-Po,No,0,1,1,54.0,400.0,630.0,276.0,94.0,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.0,1.56,1.0,No,32.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Mono,No,No,No,Mid-range,1086,500.0,1,600.0,100.0,500.0,2.8,23.0,18.0,37.4,98.0,14.0,2490.0,6597.0,5941.0,20466.0,8233.0,12804.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Motorola,635680,212957,154666,137272,130785,AMOLED,6.5,1080,2400,405,144,0,500.0,1,360.0, - DCI-P3 - Always-On Display,159.38,74.23,6.79,155.0,IP52,Glass,Plastic,"Yes, in-display",,TSMC,6.0,1,635680,6,LPDDR5,,4.0,128,UFS 3.1,No,1.0,4020,33.0,Li-Po,No,0,0,1,64.0,393.0,691.0,268.0,87.0,50.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,118.0, - Bokeh mode - Pro mode,2.4,3.14,0.7,No,32.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,844,550.0,1,,96.0,250.0,13.0,,18.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Xiaomi,391869,124893,63614,93629,109733,AMOLED,6.43,1080,2400,409,90,0,1000.0,0,180.0, - DCI-P3 - Always-On Display,159.87,73.87,8.09,176.0,No,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,1,391869,6,LPDDR4X,2133.0,2.0,64,UFS 2.2,MicroSD,1.0,5000,33.0,Li-Po,No,0,0,1,72.0,514.0,756.0,322.0,105.0,108.0,Digital,LED,Digital,No,No,Up to 30FPS,118.0, - Bokeh mode - Pro mode,2.4,3.06,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,No,Stereo,Yes,No,No,Mid-range,509,289.0,1,,99.2,355.0,3.0,,13.0,,,,,6682.0,4591.0,17632.0,7177.0,10392.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Oppo,395030,133481,60705,98759,102085,LTPS LCD,6.72,1080,2400,391,90,0,680.0,0,180.0, - DCI-P3,165.6,76.0,8.04,193.0,IPX4,Plastic,Plastic,"Yes, in-button",2.0,TSMC,7.0,1,395030,4,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,1.0,5000,33.0,Li-Po,No,0,0,1,75.0,,,,,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,,,No,8.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,Yes,Stereo,Yes,No,No,Mid-range,326,299.0,1,,,,,,18.0,,99.0,7.0,1201.0,6698.0,4289.0,13353.0,6748.0,9566.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Motorola,160324,57356,11840,44313,46815,TFT LCD,6.5,720,1600,269,90,0,450.0,0,,,167.24,76.54,9.36,203.0,IP52,Plastic,Plastic,"Yes, rear",,TSMC,12.0,0,160324,3,LPDDR4X,,2.0,32,eMMC 5.1,MicroSD,,5000,10.0,Li-Ion,No,0,0,0,180.0,,,,,16.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode,2.4,,1.12,No,5.0,1080p (Full HD) at 30 FPS,No,No,No,2,Nano,Standby,No,No,No,Stereo,Yes,No,No,Budget,630,170.0,1,,,,,,7.0,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Nothing,632700,200841,155228,130074,146557,OLED,6.55,1080,2400,402,120,0,500.0,1,240.0, - DCI-P3 - Always-On Display - DC Dimming,159.2,75.8,8.3,193.5,IP53,Glass,Metal,"Yes, in-display",,TSMC,6.0,1,632700,8,LPDDR5,3200.0,4.0,128,UFS 3.1,No,2.0,4500,33.0,Li-Po,No,1,1,1,91.0,550.0,812.0,314.0,115.0,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,114.0, - Bokeh mode - Pro mode,2.5,3.13,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,No,No,No,Mid-range,783,500.0,0,1200.0,95.9,119.0,2.0,24.0,18.0,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Xiaomi,271623,87012,41702,72419,70490,IPS LCD,6.79,1080,2460,396,90,1,550.0,0,,,168.6,76.28,8.3,205.0,IP53,Glass,Plastic,"Yes, in-button",,TSMC,12.0,1,271623,6,LPDDR4X,1800.0,2.0,128,eMMC 5.1,MicroSD,,5030,33.0,Li-Po,No,0,0,1,77.0,381.0,787.0,259.0,125.0,108.0,Digital,LED,Digital,No,No,Up to 30FPS,120.0, - Bokeh mode - Pro mode,2.5,1.67,,No,13.0,1080p (Full HD) at 30 FPS,No,Depends on the region,Yes,2,Nano,Standby,No,Yes,No,Mono,Yes,Yes,,Budget,82,199.0,0,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Huawei,1290361,357030,481843,215868,235620,OLED,7.85,2224,2496,426,120,1,,1,, - DCI-P3 - Always-On Display - DC Dimming,156.9,141.5,5.3,241.0,IPX8,Glass,Metal,"Yes, in-button",6.0,TSMC,4.0,1,1290361,12,LPDDR5,3200.0,4.0,256,UFS 3.1,Nano Memory,,4800,66.0,Li-Po,No,0,1,1,48.0,881.0,1260.0,394.0,86.0,50.0,Optical,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode - RAW support,2.4,3.09,1.0,No,8.0,2160p (4K) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,Yes,No,Stereo,No,No,No,Flagship,509,2199.0,1,,99.3,484.0,1.0,13.0,20.0,,,,,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Google,1071616,247268,446806,177376,200166,OLED,6.3,1080,2424,422,120,1,2700.0,1,, - DCI-P3 - Always-On Display,152.8,72.0,8.5,198.0,IP68,Glass,Metal,"Yes, in-display",,Samsung,4.0,1,1071616,12,LPDDR5X,,4.0,128,,No,,4700,27.0,Li-Po,No,1,1,1,,,,,,50.0,Digital,LED,Digital,No,Up to 60FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode - RAW support,2.2,3.1,1.22,Phase autofocus,10.5,2160p (4K) at 60 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,No,Flagship,21,799.0,0,1800.0,,,,20.0,,,,,,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Samsung,930073,254735,305726,171031,198581,Dynamic AMOLED,6.7,1080,2400,394,120,1,1300.0,1,, - DCI-P3 - Always-On Display,161.5,75.6,7.8,200.0,IP68,Glass,Metal,"Yes, in-display",,Samsung,5.0,1,930073,8,LPDDR5,2750.0,2.0,128,UFS 3.1,No,3.0,4800,25.0,Li-Ion,No,1,1,1,72.0,448.0,795.0,304.0,105.0,12.0,Digital,Dual LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.2,3.24,1.22,Phase autofocus (Dual Pixel),10.0,2160p (4K) at 60 FPS,No,Yes,No,2,Nano,Standby,Yes,No,Yes,Stereo,No,No,Yes,Flagship,1298,1000.0,0,,98.9,240.0,6.2,26.0,24.0,41.5,67.0,33.0,5538.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Sony,911546,241474,302471,165481,202120,OLED,6.5,1644,3840,643,120,0,385.0,1,120.0, - DCI-P3,165.0,71.0,8.2,186.0,IP68,Glass,Metal,"Yes, in-button",4.0,Samsung,5.0,1,911546,12,LPDDR5,2750.0,2.0,256,UFS 3.1,MicroSD,2.0,4500,30.0,Li-Ion,No,1,1,1,110.0,320.0,536.0,244.0,82.0,12.0,Digital,Dual LED,Digital,No,Up to 120FPS,Up to 60FPS,124.0, - Bokeh mode - Pro mode - RAW support,2.0,4.0,1.12,Phase autofocus,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,Yes,Stereo,Yes,No,Yes,Flagship,1178,1200.0,1,620.0,99.9,476.0,7.5,24.0,20.0,44.9,71.0,33.0,5557.0,11749.0,7680.0,32448.0,11791.0,17304.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Tecno,247581,80053,23425,83001,61102,IPS LCD,6.6,720,1612,267,90,0,450.0,0,,,163.69,75.6,8.55,190.0,No,Plastic,Plastic,"Yes, in-button",1.0,TSMC,12.0,0,247581,3,LPDDR4X,1600.0,2.0,64,eMMC 5.1,MicroSD,,5000,10.0,Li-Po,No,0,0,0,,,,,,13.0,Digital,Dual LED,No,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,1.9,,,No,8.0,1080p (Full HD) at 30 FPS,No,No,No,2,Nano,Standby,No,No,Yes,Stereo,Yes,Yes,No,Budget,265,85.0,1,,,,,,7.0,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Xiaomi,1481667,381423,509135,338352,252757,AMOLED,6.67,1220,2712,446,120,1,2400.0,1,480.0, - DCI-P3 - Always-On Display - DC Dimming,160.5,74.4,7.8,179.0,IP64,Eco-leather,Plastic,"Yes, in-display",8.0,TSMC,4.0,1,1481667,8,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,5000,90.0,Li-Po,No,0,0,1,37.0,379.0,639.0,308.0,86.0,50.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.2,4.0,0.8,No,20.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Mid-range,113,379.0,1,,,,,26.0,20.0,,,,,,,,,,Vapor chamber,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Nokia,162436,57449,12577,45538,46872,IPS LCD,6.5,720,1600,270,60,0,450.0,0,,,164.6,75.9,8.55,199.4,IP52,Plastic,Plastic,"Yes, in-button",,,28.0,0,162436,3,LPDDR4X,1800.0,2.0,64,eMMC 5.1,MicroSD,,5000,10.0,Li-Po,No,0,0,0,130.0,,,,,50.0,Digital,LED,No,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,,,No,8.0,1080p (Full HD) at 30 FPS,No,No,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,No,Budget,568,149.0,1,,,,,,4.0,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Samsung,125214,45078,14913,40800,24423,PLS TFT,6.5,720,1600,270,60,0,400.0,0,,,164.2,75.9,9.1,196.0,No,Plastic,Plastic,No,,Samsung,14.0,1,125214,3,LPDDR3,933.0,1.0,32,eMMC 5.1,MicroSD,2.0,5000,15.0,Li-Ion,No,0,0,1,156.0,618.0,857.0,342.0,125.0,13.0,Digital,LED,No,No,No,Up to 30FPS,, - Bokeh mode,2.2,,,No,5.0,720p at 30 FPS,No,No,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,Yes,Budget,1329,150.0,0,,95.5,,37.0,,4.0,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Xiaomi,1977936,431383,800859,418642,327052,AMOLED,6.73,1440,3200,522,120,1,3000.0,1,240.0, - DCI-P3 - Always-On Display - DC Dimming,161.4,75.3,8.49,223.0,IP68,Glass,Metal,"Yes, in-display",12.0,TSMC,4.0,1,1977936,12,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,4880,120.0,Li-Po,No,1,1,1,18.0,649.0,990.0,310.0,113.0,50.0,Optical,Dual LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,115.0, - Bokeh mode - Pro mode - RAW support,2.0,3.0,0.7,Phase autofocus,32.0,2160p (4K) at 60 FPS,No,Yes,Yes,2,Nano,Standby,Yes,No,Yes,Stereo,No,No,Yes,Flagship,326,1100.0,1,,99.5,120.0,1.0,22.0,20.0,48.2,80.0,96.0,16094.0,14615.0,7913.0,31726.0,14777.0,20041.0,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Nokia,444980,138041,110265,87285,109389,IPS LCD,6.58,1080,2408,401,120,0,400.0,0,240.0, - DCI-P3,165.99,75.93,8.61,190.0,IP52,Plastic,Plastic,"Yes, in-button",,TSMC,6.0,1,444980,4,LPDDR4X,2133.0,2.0,64,UFS 2.1,MicroSD,,4500,20.0,Li-Po,No,0,0,1,115.0,,,,,50.0,Digital,LED,Digital,No,No,Up to 60FPS,, - Bokeh mode - Pro mode,2.0,4.0,0.64,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Mono,Yes,Yes,No,Mid-range,721,350.0,1,,98.0,,28.0,,18.0,47.0,99.0,7.0,1210.0,7479.0,4101.0,20343.0,7613.0,13949.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,764972,215632,254427,130742,164171,Super AMOLED,6.5,1080,2400,407,120,0,400.0,1,, - DCI-P3 - Always-On Display,159.8,74.5,8.4,190.0,IP68,Plastic,Metal,"Yes, in-display",4.0,TSMC,7.0,1,764972,6,LPDDR5,2750.0,2.0,128,UFS 3.1,MicroSD,3.0,4500,25.0,Li-Ion,No,1,1,1,95.0,489.0,822.0,301.0,114.0,12.0,Optical,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode - RAW support,2.0,2.74,0.8,Phase autofocus,32.0,2160p (4K) at 60 FPS,No,Yes,No,2,Nano,Standby,No,Yes,Yes,Stereo,No,No,Yes,Flagship,1421,700.0,1,1200.0,95.7,227.0,2.8,26.0,20.0,37.9,91.0,23.0,3875.0,9939.0,7161.0,30388.0,9696.0,13111.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
Fairphone,598539,168110,177397,102700,150332,OLED,6.46,1224,2700,459,90,0,880.0,0,300.0, - DCI-P3 - Always-On Display,161.6,75.83,9.6,212.0,IP55,Plastic,Plastic,"Yes, in-button",,,,1,598539,8,LPDDR5,3200.0,4.0,256,UFS 3.1,MicroSD,,4200,30.0,Li-Ion,Yes,0,0,1,65.0,363.0,608.0,256.0,117.0,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.45,2.76,0.64,No,50.0,2160p (4K) at 30 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,No,Flagship,356,699.0,0,,99.8,90.0,6.0,,18.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Motorola,530065,169860,86981,115646,157578,POLED,6.55,1080,2400,402,144,1,550.0,1,360.0, - DCI-P3 - Always-On Display - DC Dimming,159.63,71.99,7.89,172.0,IP68,Plastic,Plastic,"Yes, in-display",,TSMC,6.0,1,530065,8,LPDDR4X,2133.0,2.0,128,UFS 3.1,No,,5000,68.0,Li-Po,No,0,0,1,51.0,437.0,781.0,309.0,110.0,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.4,1.5,0.7,No,32.0,2160p (4K) at 30 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,Yes,Mid-range,356,399.0,1,1300.0,97.7,120.0,1.0,,18.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Tecno,432344,133294,67360,115047,116643,IPS LCD,6.78,1080,2460,396,120,0,580.0,0,,,168.6,76.6,8.4,193.0,IP53,Plastic,Plastic,"Yes, in-button",,TSMC,6.0,1,432344,8,LPDDR4X,2133.0,2.0,256,UFS 2.1,MicroSD,,5000,33.0,Li-Po,No,0,0,1,100.0,,,,,108.0,Digital,Quad LED,Digital,No,No,Up to 30FPS,, - Bokeh mode,2.2,1.67,0.64,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Stereo,Yes,Yes,No,Mid-range,265,160.0,1,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,442087,141418,99558,82662,118489,TFT LCD,6.6,1080,2408,400,120,0,430.0,0,,,165.4,76.9,9.4,198.0,No,Plastic,Plastic,"Yes, in-button",,Samsung,5.0,1,442087,6,LPDDR4X,,2.0,128,UFS 2.2,MicroSD,2.0,5000,25.0,Li-Ion,No,0,1,1,88.0,,,,,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,123.0, - Bokeh mode,2.2,4.0,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Mono,Yes,Yes,Yes,Budget,874,290.0,0,,99.8,,23.0,26.0,,44.8,91.0,13.0,2233.0,8890.0,7294.0,20828.0,8730.0,14056.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,583065,205859,149116,91151,136939,Super AMOLED,6.7,1080,2400,393,120,0,400.0,0,, - Always-On Display,164.2,76.4,7.4,173.0,No,Plastic,Plastic,"Yes, in-button",,TSMC,6.0,1,583065,6,LPDDR4X,2133.0,2.0,128,UFS 2.1,MicroSD,2.0,5000,25.0,Li-Ion,No,0,0,1,108.0,497.0,847.0,309.0,129.0,64.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode,2.2,3.06,1.12,No,32.0,2160p (4K) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,Yes,Yes,Mono,No,No,Yes,Mid-range,1056,445.0,0,,95.9,235.0,9.0,26.0,,46.5,98.0,14.0,2454.0,10978.0,7139.0,26184.0,9402.0,12800.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,1874045,435302,791991,342087,304665,Dynamic AMOLED,7.6,1856,2160,374,120,1,,1,, - DCI-P3 - Always-On Display,153.5,132.6,5.6,239.0,IP48,Glass,Metal,"Yes, in-button",12.0,TSMC,4.0,1,1874045,12,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,4400,25.0,Li-Po,No,1,1,1,101.0,404.0,786.0,296.0,100.0,50.0,Digital,LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode - RAW support,2.2,3.0,1.22,No,10.0,2160p (4K) at 60 FPS,No,Yes,No,2,Nano,Standby,Yes,No,Yes,Stereo,No,No,Yes,Flagship,52,1899.0,0,2600.0,,,,24.0,,,,,,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ZTE,1704113,436089,642666,318418,306940,AMOLED,6.8,1116,2480,400,120,0,500.0,1,960.0, - DCI-P3 - Always-On Display - DC Dimming,163.98,76.35,9.47,228.0,No,Metal,Metal,"Yes, in-display",8.0,TSMC,4.0,1,1704113,12,LPDDR5X,,4.0,256,UFS 4.0,No,,6000,65.0,Li-Po,No,0,0,1,35.0,543.0,846.0,372.0,125.0,50.0,Digital,LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.0,2.8,1.12,No,16.0,1080p (Full HD) at 60 FPS,No,Yes,No,2,Nano,Standby,No,No,,Stereo,Yes,No,No,Flagship,418,650.0,1,1300.0,99.6,60.0,2.0,13.0,20.0,,,,,,,,,,Active fan,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Motorola,314279,106180,39454,90036,78609,AMOLED,6.6,1080,2400,402,90,0,500.0,1,, - DCI-P3,160.98,74.46,7.99,169.0,IP52,Plastic,Plastic,"Yes, in-button",,TSMC,6.0,1,314279,4,LPDDR4X,1833.0,2.0,128,UFS 2.1,MicroSD,,5000,30.0,Li-Po,No,0,0,1,78.0,612.0,890.0,364.0,115.0,50.0,Digital,LED,Digital,No,No,Up to 30FPS,118.0, - Bokeh mode - Pro mode,2.5,4.0,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,No,Stereo,Yes,Yes,Yes,Mid-range,844,250.0,1,700.0,94.7,90.0,12.0,,13.0,44.5,99.0,2.0,446.0,7041.0,4311.0,11065.0,5731.0,8123.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Xiaomi,407741,128013,96983,75545,107200,AMOLED,6.55,1080,2400,402,90,0,500.0,1,240.0, - DCI-P3 - Always-On Display,160.5,75.7,6.8,157.0,IP53,Glass,Plastic,"Yes, in-button",,Samsung,8.0,1,407741,4,LPDDR4X,1866.0,2.0,64,UFS 2.2,MicroSD,2.0,4250,33.0,Li-Po,No,0,0,1,68.0,396.0,687.0,269.0,101.0,64.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode,2.5,3.06,1.0,No,16.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,Yes,No,Stereo,No,No,No,Mid-range,1239,300.0,0,800.0,95.4,373.0,2.6,25.0,15.0,40.5,99.0,6.0,1110.0,6425.0,5889.0,15406.0,7199.0,9814.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Realme,576716,187667,95385,152993,140671,AMOLED,6.7,1080,2412,394,120,0,950.0,0,240.0, - DCI-P3 - Always-On Display - DC Dimming,161.47,74.02,8.75,190.0,IP65,,,"Yes, in-display",,Samsung,4.0,1,576716,8,LPDDR4X,2133.0,2.0,128,UFS 2.2,No,,5000,67.0,Li-Po,No,0,0,1,47.0,,,,,50.0,Optical,LED,Digital,No,Up to 30FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.4,4.0,1.12,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Mid-range,234,315.0,1,,,,,24.0,18.0,,,,,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,478425,143324,127938,86144,121019,Super AMOLED,6.4,1080,2400,411,90,0,500.0,0,, - DCI-P3,159.7,74.0,8.1,186.0,IP67,Plastic,Plastic,"Yes, in-display",,Samsung,5.0,1,478425,6,LPDDR4X,,2.0,128,UFS 2.2,MicroSD,2.0,5000,25.0,Li-Po,No,0,0,1,75.0,477.0,786.0,324.0,106.0,48.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode,2.2,5.0,1.12,No,13.0,2160p (4K) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,Yes,Yes,Stereo,No,No,Yes,Mid-range,874,369.0,0,1000.0,98.3,366.0,1.0,13.0,18.0,39.8,98.0,13.0,2257.0,8476.0,7091.0,21275.0,8556.0,14295.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
Motorola,240012,75962,22972,79342,61736,IPS LCD,6.6,720,1600,266,90,0,500.0,0,,,163.5,74.5,8.0,180.0,IP52,Plastic,Plastic,"Yes, in-button",1.0,TSMC,12.0,0,240012,4,LPDDR4X,1600.0,2.0,64,eMMC 5.1,MicroSD,,5000,10.0,,No,0,0,0,,,,,,16.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode,,,,No,5.0,1080p (Full HD) at 30 FPS,No,No,No,2,Nano,Standby,No,No,No,Stereo,Yes,No,Yes,Budget,234,119.0,1,,94.3,,38.0,,7.0,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
